user_name,repo_name,repo_url,stars,filename,Unnamed: 0,title,description,url
amphp,dns,https://github.com/amphp/dns,157.0,Amp,,,,
amphp,websocket-client,https://github.com/amphp/websocket-client,145.0,Amp,,,,
kelunik,acme,https://github.com/kelunik/acme,121.0,Amp,,,,
amphp,websocket-server,https://github.com/amphp/websocket-server,115.0,Amp,,,,
amphp,serialization,https://github.com/amphp/serialization,110.0,Amp,,,,
amphp,cache,https://github.com/amphp/cache,99.0,Amp,,,,
flutter,flutter,https://github.com/flutter/flutter,166000.0,Android,,,,
facebook,react-native,https://github.com/facebook/react-native,119000.0,Android,,,,
justjavac,free-programming-books-zh_CN,https://github.com/justjavac/free-programming-books-zh_CN,112000.0,Android,,,,
Genymobile,scrcpy,https://github.com/Genymobile/scrcpy,111000.0,Android,,,,
Hack-with-Github,Awesome-Hacking,https://github.com/Hack-with-Github/Awesome-Hacking,84500.0,Android,,,,
Solido,awesome-flutter,https://github.com/Solido/awesome-flutter,53600.0,Android,,,,
tldr-pages,tldr,https://github.com/tldr-pages/tldr,51000.0,Android,,,,
google,material-design-icons,https://github.com/google/material-design-icons,50600.0,Android,,,,
wasabeef,awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,50600.0,Android,,,,
square,okhttp,https://github.com/square/okhttp,45800.0,Android,,,,
laurent22,joplin,https://github.com/laurent22/joplin,45800.0,Android,,,,
appwrite,appwrite,https://github.com/appwrite/appwrite,45100.0,Android,,,,
android,architecture-samples,https://github.com/android/architecture-samples,44500.0,Android,,,,
square,retrofit,https://github.com/square/retrofit,43100.0,Android,,,,
skylot,jadx,https://github.com/skylot/jadx,41500.0,Android,,,,
dcloudio,uni-app,https://github.com/dcloudio/uni-app,40100.0,Android,,,,
fastlane,fastlane,https://github.com/fastlane/fastlane,39600.0,Android,,,,
PhilJay,MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,37600.0,Android,,,,
termux,termux-app,https://github.com/termux/termux-app,36000.0,Android,,,,
2dust,v2rayNG,https://github.com/2dust/v2rayNG,35600.0,Android,,,,
justjavac,free-programming-books-zh_CN,https://github.com/justjavac/free-programming-books-zh_CN,112000.0,Angular,,,,
angular,angular,https://github.com/angular/angular,96100.0,Angular,,,,
storybookjs,storybook,https://github.com/storybookjs/storybook,84500.0,Angular,,,,
leonardomso,33-js-concepts,https://github.com/leonardomso/33-js-concepts,63700.0,Angular,,,,
ionic-team,ionic-framework,https://github.com/ionic-team/ionic-framework,51000.0,Angular,,,,
prettier,prettier,https://github.com/prettier/prettier,49400.0,Angular,,,,
Asabeneh,30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,43200.0,Angular,,,,
SheetJS,sheetjs,https://github.com/SheetJS/sheetjs,35100.0,Angular,,,,
angular,angular-cli,https://github.com/angular/angular-cli,26800.0,Angular,,,,
wailsapp,wails,https://github.com/wailsapp/wails,25200.0,Angular,,,,
angular,components,https://github.com/angular/components,24400.0,Angular,,,,
NativeScript,NativeScript,https://github.com/NativeScript/NativeScript,24200.0,Angular,,,,
goldbergyoni,javascript-testing-best-practices,https://github.com/goldbergyoni/javascript-testing-best-practices,24100.0,Angular,,,,
sudheerj,javascript-interview-questions,https://github.com/sudheerj/javascript-interview-questions,24000.0,Angular,,,,
nrwl,nx,https://github.com/nrwl/nx,23600.0,Angular,,,,
pubkey,rxdb,https://github.com/pubkey/rxdb,21600.0,Angular,,,,
jhipster,generator-jhipster,https://github.com/jhipster/generator-jhipster,21500.0,Angular,,,,
paperless-ngx,paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,20600.0,Angular,,,,
teambit,bit,https://github.com/teambit/bit,17900.0,Angular,,,,
sweetalert2,sweetalert2,https://github.com/sweetalert2/sweetalert2,17300.0,Angular,,,,
bregman-arie,devops-exercises,https://github.com/bregman-arie/devops-exercises,66500.0,ansible,,,,
ansible,ansible,https://github.com/ansible/ansible,62800.0,ansible,,,,
trailofbits,algo,https://github.com/trailofbits/algo,28900.0,ansible,,,,
MichaelCade,90DaysOfDevOps,https://github.com/MichaelCade/90DaysOfDevOps,27200.0,ansible,,,,
StreisandEffect,streisand,https://github.com/StreisandEffect/streisand,23200.0,ansible,,,,
kubernetes-sigs,kubespray,https://github.com/kubernetes-sigs/kubespray,16100.0,ansible,,,,
ansible,awx,https://github.com/ansible/awx,14000.0,ansible,,,,
semaphoreui,semaphore,https://github.com/semaphoreui/semaphore,10500.0,ansible,,,,
easzlab,kubeasz,https://github.com/easzlab/kubeasz,10500.0,ansible,,,,
netbootxyz,netboot.xyz,https://github.com/netbootxyz/netboot.xyz,9200.0,ansible,,,,
geerlingguy,ansible-for-devops,https://github.com/geerlingguy/ansible-for-devops,8400.0,ansible,,,,
khuedoan,homelab,https://github.com/khuedoan/homelab,8200.0,ansible,,,,
Tikam02,DevOps-Guide,https://github.com/Tikam02/DevOps-Guide,8200.0,ansible,,,,
