user_name,repo_name,repo_url,stars,filename,Unnamed: 0,title,description,url
developit,unfetch,https://github.com/developit/unfetch,5700.0,Ajax,,,,
jquery-form,form,https://github.com/jquery-form/form,5200.0,Ajax,,,,
elbywan,wretch,https://github.com/elbywan/wretch,4800.0,Ajax,,,,
Studio-42,elFinder,https://github.com/Studio-42/elFinder,4700.0,Ajax,,,,
dwyl,learn-to-send-email-via-google-script-html-no-server,https://github.com/dwyl/learn-to-send-email-via-google-script-html-no-server,3100.0,Ajax,,,,
ded,reqwest,https://github.com/ded/reqwest,2900.0,Ajax,,,,
wendux,ajax-hook,https://github.com/wendux/ajax-hook,2600.0,Ajax,,,,
LeaVerou,bliss,https://github.com/LeaVerou/bliss,2400.0,Ajax,,,,
noelboss,featherlight,https://github.com/noelboss/featherlight,2100.0,Ajax,,,,
k8w,tsrpc,https://github.com/k8w/tsrpc,1900.0,Ajax,,,,
craftpip,jquery-confirm,https://github.com/craftpip/jquery-confirm,1900.0,Ajax,,,,
nette,tracy,https://github.com/nette/tracy,1800.0,Ajax,,,,
taoensso,sente,https://github.com/taoensso/sente,1700.0,Ajax,,,,
loadingio,css-spinner,https://github.com/loadingio/css-spinner,1700.0,Ajax,,,,
joaomilho,Enterprise,https://github.com/joaomilho/Enterprise,1600.0,Ajax,,,,
codingforentrepreneurs,eCommerce,https://github.com/codingforentrepreneurs/eCommerce,1600.0,Ajax,,,,
MoOx,pjax,https://github.com/MoOx/pjax,1400.0,Ajax,,,,
jwasham,coding-interview-university,https://github.com/jwasham/coding-interview-university,306000.0,Algorithm,,,,
TheAlgorithms,Python,https://github.com/TheAlgorithms/Python,194000.0,Algorithm,,,,
trekhleb,javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,188000.0,Algorithm,,,,
CyC2018,CS-Notes,https://github.com/CyC2018/CS-Notes,177000.0,Algorithm,,,,
yangshun,tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,118000.0,Algorithm,,,,
krahets,hello-algo,https://github.com/krahets/hello-algo,97900.0,Algorithm,,,,
kdn251,interviews,https://github.com/kdn251/interviews,63600.0,Algorithm,,,,
TheAlgorithms,Java,https://github.com/TheAlgorithms/Java,59900.0,Algorithm,,,,
azl397985856,leetcode,https://github.com/azl397985856/leetcode,54700.0,Algorithm,,,,
youngyangyang04,leetcode-master,https://github.com/youngyangyang04/leetcode-master,51600.0,Algorithm,,,,
algorithm-visualizer,algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,46700.0,Algorithm,,,,
huihut,interview,https://github.com/huihut/interview,34800.0,Algorithm,,,,
halfrost,LeetCode-Go,https://github.com/halfrost/LeetCode-Go,32900.0,Algorithm,,,,
TheAlgorithms,JavaScript,https://github.com/TheAlgorithms/JavaScript,32500.0,Algorithm,,,,
TheAlgorithms,C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,30600.0,Algorithm,,,,
donnemartin,interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges,29500.0,Algorithm,,,,
crossoverJie,JCSprout,https://github.com/crossoverJie/JCSprout,27100.0,Algorithm,,,,
keon,algorithms,https://github.com/keon/algorithms,24000.0,Algorithm,,,,
mxgmn,WaveFunctionCollapse,https://github.com/mxgmn/WaveFunctionCollapse,23300.0,Algorithm,,,,
AtsushiSakai,PythonRobotics,https://github.com/AtsushiSakai/PythonRobotics,23300.0,Algorithm,,,,
bregman-arie,devops-exercises,https://github.com/bregman-arie/devops-exercises,66500.0,Amazon Web Services,,,,
ByteByteGoHq,system-design-101,https://github.com/ByteByteGoHq/system-design-101,64000.0,Amazon Web Services,,,,
localstack,localstack,https://github.com/localstack/localstack,56100.0,Amazon Web Services,,,,
serverless,serverless,https://github.com/serverless/serverless,46500.0,Amazon Web Services,,,,
donnemartin,data-science-ipython-notebooks,https://github.com/donnemartin/data-science-ipython-notebooks,27400.0,Amazon Web Services,,,,
pulumi,pulumi,https://github.com/pulumi/pulumi,21700.0,Amazon Web Services,,,,
danny-avila,LibreChat,https://github.com/danny-avila/LibreChat,18500.0,Amazon Web Services,,,,
getsops,sops,https://github.com/getsops/sops,16900.0,Amazon Web Services,,,,
kubernetes-sigs,kubespray,https://github.com/kubernetes-sigs/kubespray,16100.0,Amazon Web Services,,,,
aws,aws-cli,https://github.com/aws/aws-cli,15500.0,Amazon Web Services,,,,
ramitsurana,awesome-kubernetes,https://github.com/ramitsurana/awesome-kubernetes,15100.0,Amazon Web Services,,,,
caprover,caprover,https://github.com/caprover/caprover,13200.0,Amazon Web Services,,,,
GoogleCloudPlatform,terraformer,https://github.com/GoogleCloudPlatform/terraformer,12600.0,Amazon Web Services,,,,
donnemartin,awesome-aws,https://github.com/donnemartin/awesome-aws,12500.0,Amazon Web Services,,,,
milanm,DevOps-Roadmap,https://github.com/milanm/DevOps-Roadmap,12300.0,Amazon Web Services,,,,
aws,aws-cdk,https://github.com/aws/aws-cdk,11600.0,Amazon Web Services,,,,
infracost,infracost,https://github.com/infracost/infracost,11000.0,Amazon Web Services,,,,
apereo,cas,https://github.com/apereo/cas,10900.0,Amazon Web Services,,,,
prowler-cloud,prowler,https://github.com/prowler-cloud/prowler,10800.0,Amazon Web Services,,,,
aws,chalice,https://github.com/aws/chalice,10700.0,Amazon Web Services,,,,
amphp,amp,https://github.com/amphp/amp,4200.0,Amp,,,,
danog,MadelineProto,https://github.com/danog/MadelineProto,2900.0,Amp,,,,
unreal4u,telegram-api,https://github.com/unreal4u/telegram-api,791.0,Amp,,,,
amphp,parallel,https://github.com/amphp/parallel,786.0,Amp,,,,
amphp,http-client,https://github.com/amphp/http-client,701.0,Amp,,,,
amphp,byte-stream,https://github.com/amphp/byte-stream,367.0,Amp,,,,
amphp,mysql,https://github.com/amphp/mysql,358.0,Amp,,,,
php-service-bus,service-bus,https://github.com/php-service-bus/service-bus,349.0,Amp,,,,
amphp,parallel-functions,https://github.com/amphp/parallel-functions,271.0,Amp,,,,
xtrime-ru,TelegramRSS,https://github.com/xtrime-ru/TelegramRSS,239.0,Amp,,,,
amphp,socket,https://github.com/amphp/socket,230.0,Amp,,,,
amphp,process,https://github.com/amphp/process,229.0,Amp,,,,
amphp,sync,https://github.com/amphp/sync,161.0,Amp,,,,
amphp,redis,https://github.com/amphp/redis,156.0,Amp,,,,
